Date,Open,High,Low,Close,Adj Close,Volume
2020-05-04,1308.229980,1327.660034,1299.000000,1326.800049,1326.800049,1504000
2020-05-05,1337.920044,1373.939941,1337.459961,1351.109985,1351.109985,1651500
2020-05-06,1361.689941,1371.119995,1347.290039,1347.300049,1347.300049,1215400
2020-05-07,1365.939941,1377.599976,1355.270020,1372.560059,1372.560059,1397600
2020-05-08,1383.130005,1398.760010,1375.479980,1388.369995,1388.369995,1388100
2020-05-11,1378.280029,1416.530029,1377.151978,1403.260010,1403.260010,1412100
2020-05-12,1407.119995,1415.000000,1374.770020,1375.739990,1375.739990,1390600
2020-05-13,1377.050049,1385.482056,1328.400024,1349.329956,1349.329956,1812600
2020-05-14,1335.020020,1357.420044,1323.910034,1356.130005,1356.130005,1603100
2020-05-15,1350.000000,1374.479980,1339.000000,1373.189941,1373.189941,1707700
2020-05-18,1361.750000,1392.324951,1354.250000,1383.939941,1383.939941,1824000
2020-05-19,1386.996948,1392.000000,1373.484985,1373.484985,1373.484985,1280600
2020-05-20,1389.579956,1410.420044,1387.250000,1406.719971,1406.719971,1655400
2020-05-21,1408.000000,1415.489990,1393.449951,1402.800049,1402.800049,1385000
2020-05-22,1396.709961,1412.760010,1391.829956,1410.420044,1410.420044,1309400
2020-05-26,1437.270020,1441.000000,1412.130005,1417.020020,1417.020020,2060600
2020-05-27,1417.250000,1421.739990,1391.290039,1417.839966,1417.839966,1685800
2020-05-28,1396.859985,1440.839966,1396.000000,1416.729980,1416.729980,1692200
2020-05-29,1416.939941,1432.569946,1413.349976,1428.920044,1428.920044,1838100
2020-06-01,1418.390015,1437.959961,1418.000000,1431.819946,1431.819946,1217100
2020-06-02,1430.550049,1439.609985,1418.829956,1439.219971,1439.219971,1278100
2020-06-03,1438.300049,1446.552002,1429.776978,1436.380005,1436.380005,1256200
2020-06-04,1430.400024,1438.959961,1404.729980,1412.180054,1412.180054,1484300
2020-06-05,1413.170044,1445.050049,1406.000000,1438.390015,1438.390015,1734900
2020-06-08,1422.339966,1447.989990,1422.339966,1446.609985,1446.609985,1404200
2020-06-09,1445.359985,1468.000000,1443.209961,1456.160034,1456.160034,1409200
2020-06-10,1459.540039,1474.259033,1456.270020,1465.849976,1465.849976,1525200
2020-06-11,1442.479980,1454.474976,1402.000000,1403.839966,1403.839966,1991300
2020-06-12,1428.489990,1437.000000,1386.020020,1413.180054,1413.180054,1944200
2020-06-15,1390.800049,1424.800049,1387.920044,1419.849976,1419.849976,1503900
2020-06-16,1445.219971,1455.020020,1425.900024,1442.719971,1442.719971,1709200
2020-06-17,1447.160034,1460.000000,1431.380005,1451.119995,1451.119995,1548300
2020-06-18,1449.160034,1451.410034,1427.010010,1435.959961,1435.959961,1581900
2020-06-19,1444.000000,1447.800049,1421.349976,1431.719971,1431.719971,3157900
2020-06-22,1429.000000,1452.750000,1423.209961,1451.859985,1451.859985,1542400
2020-06-23,1455.640015,1475.941040,1445.239990,1464.410034,1464.410034,1429800
2020-06-24,1461.510010,1475.420044,1429.750000,1431.969971,1431.969971,1756000
2020-06-25,1429.900024,1442.900024,1420.000000,1441.329956,1441.329956,1230500
2020-06-26,1431.390015,1433.449951,1351.989990,1359.900024,1359.900024,4267700
2020-06-29,1358.180054,1395.599976,1347.010010,1394.969971,1394.969971,1810200
2020-06-30,1390.439941,1418.650024,1383.959961,1413.609985,1413.609985,2042400
2020-07-01,1411.099976,1442.880005,1409.819946,1438.040039,1438.040039,1775167
2020-07-06,1480.06,1506.59,1472.86,1495.70,1495.70,1563200
2020-07-06,1480.06,1506.59,1472.86,1495.70,1495.70,1563200
2020-07-06,1480.06,1506.59,1472.86,1495.70,1495.70,1563200
2020-07-06,1480.06,1506.59,1472.86,1495.70,1495.70,1563200
2020-07-06,1480.06,1506.59,1472.86,1495.70,1495.70,1563200
2020-07-06,1480.06,1506.59,1472.86,1495.70,1495.70,1563200
2020-07-06,1480.06,1506.59,1472.86,1495.70,1495.70,1563200
2020-07-06,1480.06,1506.59,1472.86,1495.70,1495.70,1563200
2020-07-06,1480.06,1506.59,1472.86,1495.70,1495.70,1563200
2020-07-06,1480.06,1506.59,1472.86,1495.70,1495.70,1563200
2020-07-07,1480.06,1506.59,1472.86,1495.70,1495.70,1563200
2020-07-07,1480.06,1506.59,1472.86,1495.70,1495.70,1563200
2020-07-07,1480.06,1506.59,1472.86,1495.70,1495.70,1563200
2020-07-07,1490.00,1516.80,1487.01,1488.25,1488.25,1187622
2020-07-07,1490.00,1516.80,1487.01,1487.68,1487.68,1193053
2020-07-07,1490.00,1516.80,1487.01,1487.55,1487.55,1193290
2020-07-07,1490.00,1516.80,1487.01,1487.32,1487.32,1195594
2020-07-07,1490.00,1516.80,1487.01,1488.12,1488.12,1197628
2020-07-07,1490.00,1516.80,1486.58,1487.74,1487.74,1205162
2020-07-07,1490.00,1516.80,1485.00,1486.40,1486.40,1212399
2020-07-07,1490.00,1516.80,1485.00,1486.31,1486.31,1242230
2020-07-07,1490.00,1516.80,1483.55,1485.18,1485.18,1457000
2020-07-07,1490.00,1516.80,1483.55,1485.18,1485.18,1457000
